Ticker_YF,Name,Market,MarketCap_EUR
TOUCH.ST,Touchtech AB,Spotlight Stockholm,4104961.40
TRAIN-B.ST,Train Alliance AB ser. B,First North Stockholm,42726131.09
TRML.ST,Trainimal,Nordic Growth Market,862231.79
TRNSF.ST,Transfer Group,Nordic Growth Market,5046051.88
TRAN-A.ST,Transferator AB ser. A,Spotlight Stockholm,11790635.20
TRAN-B.ST,Transferator AB ser. B,Spotlight Stockholm,12113064.98
TIRO.ST,Transiro Holding,Nordic Growth Market,1662144.19
TRANS.ST,Transtema Group AB,Nasdaq Stockholm Small Cap,25789450.74
TRIBO-B.ST,Tribox Group AB ser. B,First North Stockholm,6323293.45
TRIONA.ST,Triona,Nordic Growth Market,16859545.15
TURA.ST,Tura Group AB,Spotlight Stockholm,23647968.12
UMIDA-B.ST,Umida Group AB ser. B,Spotlight Stockholm,2113168.21
UNIBAP.ST,Unibap Space Solutions AB,First North Stockholm,60674781.22
UTG.ST,Unlimited Travel Group AB,First North Stockholm,22075728.21
UPGRAD.ST,Upgrade Invest Nordic AB,Spotlight Stockholm,0.00
UPSALE.ST,Upsales Technology AB,First North Stockholm,41912112.49
USWE.ST,USWE Sports AB,First North Stockholm,4456434.50
VALUNO.ST,Valuno Group,Nordic Growth Market,2021653.54
VAXXA.ST,Vaxxa AB,Spotlight Stockholm,1579404.72
VEFAB.ST,VEF AB,Nasdaq Stockholm Mid Cap,171802030.57
VERT-B.ST,Vertiseit AB ser. B,First North Stockholm,168572806.29
VER.ST,Verve Group Media SE,First North Premier Stockholm,214807955.28
VPAB-B.ST,Veteranpoolen AB ser. B,Spotlight Stockholm,107872475.63
VSD-B.ST,VibroSense Dynamics AB ser. B,Spotlight Stockholm,2349015.46
VICO.ST,Vicore Pharma Holding AB,Nasdaq Stockholm Mid Cap,260626313.19
VSSAB-B.ST,Viking Supply Ships AB ser. B,First North Stockholm,178140376.42
VIMAB.ST,Vimab Group AB,First North Stockholm,15618603.93
VIVA.ST,Viva Wine Group AB,Nasdaq Stockholm Mid Cap,299033883.76
VIVE.ST,Vivesto AB,Nasdaq Stockholm Small Cap,8373629.34
VNV.ST,VNV Global AB,Nasdaq Stockholm Mid Cap,205102832.14
VO2.ST,VO2 Cap Holding AB,First North Stockholm,9861318.52
VOLO.ST,Volati AB,Nasdaq Stockholm Mid Cap,169562503.14
VOLO-PREF.ST,Volati AB Pref,Nasdaq Stockholm Mid Cap,0.00
VUXEN.ST,Vuxen Group AB,First North Stockholm,0.00
VH.ST,Västra Hamnen Corporate Finance AB,First North Stockholm,2310917.03
W5.ST,W5 Solutions AB,First North Stockholm,56542521.40
WTW-A.ST,Wall to Wall Group AB A,Nasdaq Stockholm Small Cap,36312046.29
WAYS.ST,Waystream Group AB,First North Stockholm,29639045.68
WRV.ST,WebRock Ventures AB,First North Stockholm,4612715.11
WPAY.ST,Westpay AB,First North Stockholm,9983982.97
WPTG-B.ST,White Pearl Technology Group AB ser. B,First North Stockholm,4809325.41
WHITE-B.ST,White Pebbles AB B,Spotlight Stockholm,0.00
WEG.ST,Windon Energy Group AB,Spotlight Stockholm,0.00
WISE.ST,Wise Group AB,Nasdaq Stockholm Small Cap,9875996.33
WONDR.ST,Wonderboo Holding,Nordic Growth Market,0.00
WTG.ST,Wonderful Times Group AB,Spotlight Stockholm,5229986.29
WSG.ST,WS WeSports Group AB,First North Premier Stockholm,163285256.86
WYLD.ST,Wyld Networks AB,First North Stockholm,4222772.40
WBGR-B.ST,Wästbygg Gruppen AB ser. B,Nasdaq Stockholm Small Cap,40577233.80
XANO-B.ST,XANO Industri AB ser. B,Nasdaq Stockholm Mid Cap,254658466.46
XBRANE.ST,Xbrane Biopharma AB,Nasdaq Stockholm Small Cap,18535815.20
XER.ST,Xer Tech Holding AB,Spotlight Stockholm,12895664.02
XINT.ST,Xintela AB,First North Stockholm,12411268.91
XMR.ST,XMReality AB,First North Stockholm,2345041.66
XOM-B.ST,Xoma AB B,Spotlight Stockholm,0.00
XPC.ST,XP Chemistries AB,First North Stockholm,5456880.52
XSPRAY.ST,Xspray Pharma AB,Nasdaq Stockholm Small Cap,40045263.84
ZAPLOX.ST,Zaplox AB,First North Stockholm,3664966.99
ZENZIP-B.ST,Zenergy AB ser. B,Spotlight Stockholm,2981449.26
ZENI.ST,Zenicor Medical Systems AB,Spotlight Stockholm,2106350.39
ZENA-SDR.ST,Zenith Energy Ltd. SDR,Spotlight Stockholm,0.00
ZOOM.ST,Zoomability Int AB,Spotlight Stockholm,4220795.11
KLEE-B.CO,Brd. Klee B A/S,Nasdaq Kööpenhamina Small Cap,26427466.49
AAB.CO,Aalborg Boldspilklub A/S,Nasdaq Kööpenhamina Small Cap,11012384.45
AGAT.CO,Agat Ejendomme A/S,Nasdaq Kööpenhamina Small Cap,20714709.92
AGF-B.CO,AGF A/S B,Nasdaq Kööpenhamina Small Cap,72386058.98
AGILC.CO,Agillic A/S,First North Tanska,10434076.81
ALEFRM.CO,Alefarm Brewing A/S,First North Tanska,5576541.55
ATLA-DKK.CO,Atlantic Petroleum P/F,Nasdaq Kööpenhamina Small Cap,2686648.93
BACTIQ.CO,BactiQuant A/S,First North Tanska,11015129.36
BO.CO,Bang & Olufsen A/S,Nasdaq Kööpenhamina Mid Cap,188883763.27
BARDJU.CO,BAR DJUS A/S,First North Tanska,0.00
BIOPOR.CO,BioPorto A/S,Nasdaq Kööpenhamina Small Cap,77649086.86
BIF.CO,Brøndbyernes IF Fodbold A/S,Nasdaq Kööpenhamina Small Cap,45871265.42
CBRAIN.CO,cBrain A/S,Nasdaq Kööpenhamina Mid Cap,193490976.81
CEMAT.CO,Cemat A/S,Nasdaq Kööpenhamina Small Cap,28334230.16
CESSA.CO,Cessatech A/S,Spotlight Tanska,22610462.20
COLUM.CO,Columbus A/S,Nasdaq Kööpenhamina Mid Cap,166777479.89
CPHCAP-PREF32.CO,Copenhagen Capital A/S 40% Pref 2032,Nasdaq Kööpenhamina Small Cap,0.00
CPHCAP-ST.CO,Copenhagen Capital A/S Stam,Nasdaq Kööpenhamina Small Cap,49282754.42
CURAS.CO,Curasight A/S,Spotlight Tanska,65256359.38
DADC.CO,Danish Aerospace and Defence Company A/S,First North Tanska,7858053.49
DANT.CO,Dantax A/S,Nasdaq Kööpenhamina Small Cap,13561721.18
DATA.CO,Dataproces Group A/S,First North Tanska,19950263.27
OKEAC.CO,Det Østasiatiske Kompagni A/S,Nasdaq Kööpenhamina Small Cap,9337399.46
DONKEY.CO,DonkeyRepublic Holding A/S,First North Tanska,46148588.61
EGNETY.CO,"EgnsINVEST Ejd., Tyskland A/S",First North Tanska,43952121.72
ESG.CO,Ennogie Solar Group A/S,Nasdaq Kööpenhamina Small Cap,6899122.92
ERRIA.CO,Erria A/S,First North Tanska,12793318.90
FED.CO,Fast Ejendom Danmark A/S,Nasdaq Kööpenhamina Small Cap,77887567.56
FASTPC.CO,FastPassCorp A/S,First North Tanska,6153735.52
FFARMS.CO,FirstFarms A/S,Nasdaq Kööpenhamina Small Cap,114583446.11
FLUG-B.CO,Flügger group A/S B,Nasdaq Kööpenhamina Small Cap,149093100.00
FOM.CO,FOM Technologies A/S,First North Tanska,3726036.46
FREETR.CO,Freetrailer Group A/S,Spotlight Tanska,79132977.75
FYNBK.CO,Fynske Bank A/S,Nasdaq Kööpenhamina Small Cap,204237231.64
GABR.CO,Gabriel Holding A/S,Nasdaq Kööpenhamina Small Cap,58777479.89
GERHSP.CO,German High Street Properties A/S,Nasdaq Kööpenhamina Small Cap,36495153.35
GJ.CO,Glunz & Jensen Holding A/S,Nasdaq Kööpenhamina Small Cap,19043177.21
GREENM.CO,GreenMobility A/S,Nasdaq Kööpenhamina Small Cap,51868976.68
GRLA.CO,Grønlandsbanken A/S,Nasdaq Kööpenhamina Mid Cap,272654155.50
GYLD-A.CO,Gyldendal A A/S,Nasdaq Kööpenhamina Small Cap,113075067.02
GYLD-B.CO,Gyldendal B A/S,Nasdaq Kööpenhamina Small Cap,113075067.02
HH.CO,H+H International A/S,Nasdaq Kööpenhamina Mid Cap,215327801.61
HARB-B.CO,Harboes Bryggeri B A/S,Nasdaq Kööpenhamina Small Cap,71887073.19
HOVE.CO,Hove A/S,First North Tanska,24131009.52
HUSCO.CO,HusCompagniet A/S,Nasdaq Kööpenhamina Small Cap,84731389.54
HVID.CO,Hvidbjerg Bank A/S,Nasdaq Kööpenhamina Small Cap,40652616.49
IMPERO.CO,Impero A/S,First North Tanska,26381416.22
3NOV25.CO,Investeringsselskabet af 3. november 2025 A/S,Nasdaq Kööpenhamina Small Cap,3084882.17
KONSOL.CO,Konsolidator A/S,First North Tanska,13920600.00
KRE.CO,Kreditbanken A/S,Nasdaq Kööpenhamina Small Cap,227723860.59
LOLB.CO,Lollands Bank A/S,Nasdaq Kööpenhamina Small Cap,124793565.68
LUXOR-B.CO,Luxor B A/S,Nasdaq Kööpenhamina Small Cap,103217158.18
MDUNDO.CO,Mdundo.com A/S,First North Tanska,4136894.10
MENDO.CO,Mendole A/S,Spotlight Tanska,0.00
MONSO.CO,Monsenso A/S,First North Tanska,3294257.64
MOVINN.CO,Movinn A/S,First North Tanska,3297754.29
MTHH.CO,MT Højgaard Holding A/S,Nasdaq Kööpenhamina Mid Cap,281942766.76
MNBA.CO,Møns Bank A/S,Nasdaq Kööpenhamina Small Cap,105616862.73
NEWCAP.CO,NewCap Holding A/S,Nasdaq Kööpenhamina Small Cap,18263276.54
NEXCOM.CO,Nexcom A/S,First North Tanska,6225347.45
NNIT.CO,NNIT A/S,Nasdaq Kööpenhamina Mid Cap,127606597.72
NORTHM.CO,North Media A/S,Nasdaq Kööpenhamina Small Cap,117000348.53
PFINV.CO,Papirfabrikken Invest A/S,Nasdaq Kööpenhamina Small Cap,41685850.13
PARKST-A.CO,Park Street A/S A,Nasdaq Kööpenhamina Small Cap,87227710.46
PARKEN.CO,PARKEN Sport & Entertainment A/S,Nasdaq Kööpenhamina Mid Cap,269554230.83
PEG.CO,Pharma Equity Group A/S,Nasdaq Kööpenhamina Small Cap,13328618.36
PRIMOF.CO,Prime Office A/S,Nasdaq Kööpenhamina Small Cap,119428053.08
QINTER.CO,Q-Interline A/S,First North Tanska,8657642.49
RIAS-B.CO,Rias B A/S,Nasdaq Kööpenhamina Small Cap,20095107.24
RISK.CO,Risk Intelligence A/S,Spotlight Tanska,1031109.92
RBLN-B.CO,Roblon B A/S,Nasdaq Kööpenhamina Small Cap,23490442.36
ROV.CO,Rovsing A/S,Nasdaq Kööpenhamina Small Cap,5725487.13
RTX.CO,RTX A/S,Nasdaq Kööpenhamina Small Cap,107624396.25
SIG.CO,Scandinavian Investment Group A/S,Nasdaq Kööpenhamina Small Cap,22903946.92
SMSMED.CO,Scandinavian Medical Solutions A/S,First North Tanska,10165938.47
SHAPE.CO,Shape Robotics A/S,Nasdaq Kööpenhamina Small Cap,12709243.03
SOLAR-B.CO,Solar B A/S,Nasdaq Kööpenhamina Mid Cap,209491979.09
STENO.CO,STENOCARE A/S,First North Tanska,5327117.96
STRINV.CO,Strategic Investments A/S,Nasdaq Kööpenhamina Small Cap,35808965.15
STRAP.CO,Strategic Partners A/S,Nasdaq Kööpenhamina Small Cap,4751120.64
SWISS.CO,Swiss Properties Invest A/S,First North Tanska,33609027.35
TCM.CO,TCM Group A/S,Nasdaq Kööpenhamina Small Cap,86627287.67
TRIFOR.CO,Trifork Group AG,Nasdaq Kööpenhamina Mid Cap,282686858.58
TGAMES.CO,TROPHY GAMES Development A/S,First North Tanska,55973887.40
UNLGRP.CO,Unlimit Group A/S,First North Tanska,6714583.91
VIRO.CO,ViroGates A/S,First North Tanska,13313168.10
WMA.CO,WindowMaster International A/S,First North Tanska,15212144.77
WIRTEK.CO,Wirtek A/S,First North Tanska,4311435.92
5PG.OL,5TH PLANET GAMES,Euronext Expand Oslo,30119532.41
2020.OL,2020 BULKERS,Euronext Oslo,7079874.14
AASB.OL,AASEN SPAREBANK,Euronext Growth,19805797.76
ACED.OL,ACE DIGITAL AS,Euronext Growth,4361180.17
ADS.OL,ADS MARITIME HOLDING PLC,Euronext Growth,15985802.93
AGLX.OL,AGILYX ASA,Euronext Oslo,179564544.74
AKOBO.OL,AKOBO MINERALS AB (PUB),Euronext Growth,35475713.36
ALNG.OL,ALNG ASA,Euronext Expand Oslo,64079079.74
ANDF.OL,ANDFJORD SALMON GROUP AS,Euronext Growth,292519642.41
APR.OL,APPEAR ASA,Euronext Oslo,119687602.50
ABTEC.OL,AQUA BIO TECHNOLOGY,Euronext Oslo,6701866.64
AQUA.OL,AQUALIS ASA,Euronext Oslo,101201766.55
ARCH.OL,ARCHER,Euronext Oslo,195751192.41
ABS.OL,ARCTIC BIOSCIENCE AS,Euronext Growth,6483444.31
AFISH.OL,ARCTIC FISH HOLDING AS,Euronext Growth,103198043.53
AZT.OL,ARCTICZYMES TECHNOLOGIES,Euronext Oslo,90695744.31
ARR.OL,ARRIBATEC GROUP ASA,Euronext Oslo,33258377.07
ASA.OL,ATLANTIC SAPPHIRE,Euronext Oslo,2408242.33
AURG.OL,AURSKOG SPAREBANK,Euronext Oslo,102414522.16
AIX.OL,AYFIE INTERNATIONAL AS,Euronext Growth,7474978.88
BALT.OL,BALTIC SEA PROPERTIES,Euronext Growth,35948135.17
BARRA.OL,BARRAMUNDI GROUP LTD.,Euronext Growth,0.00
BCS.OL,BERGEN CARBON SOLUTIONS AS,Euronext Growth,23373026.21
BINT.OL,BEVEST ASA,Euronext Oslo,193073978.45
BIEN.OL,BIEN SPAREBANK ASA,Euronext Oslo,72961163.97
BSP.OL,BLACK SEA PROPERTY,Euronext Growth,915712.50
BOR.OL,BORGESTAD,Euronext Oslo,51976712.59
BRUT.OL,BRUTON LIMITED,Euronext Growth,249319466.98
BMA.OL,BYGGMA,Euronext Growth,133646315.69
CAPSL.OL,CAPSOL TECHNOLOGIES ASA,Euronext Oslo,33642385.34
CAVEN.OL,CAVENDISH HYDROGEN ASA,Euronext Oslo,19383144.14
CODE.OL,CODELAB CAPITAL AS,Euronext Growth,6641741.72
CONTX.OL,CONTEXTVISION,Euronext Oslo,28477788.79
CYVIZ.OL,CYVIZ AS,Euronext Growth,25715363.53
DVD.OL,DEEP VALUE DRILLER AS,Euronext Growth,168322846.72
DELIA.OL,DELLIA GROUP,Euronext Oslo,80205517.24
DSRT.OL,DESERT CONTROL AS,Euronext Growth,13679894.74
DDRIL.OL,DOLPHIN DRILLING AS,Euronext Growth,75672182.59
EAM.OL,EAM SOLAR AS,Euronext Growth,8453914.14
EIOF.OL,EIDESVIK OFFSHORE,Euronext Oslo,109474999.48
ELABS.OL,ELLIPTIC LABORATORIES ASA,Euronext Oslo,41985192.16
ENERG.OL,ENERGEIA AS,Euronext Growth,4941615.60
ENSU.OL,ENSURGE MICROPOWER ASA,Euronext Oslo,49314265.78
ENVIP.OL,ENVIPCO HOLDING N.V.,Euronext Oslo,196289533.02
EQVA.OL,EQVA ASA,Euronext Oslo,22511107.93
EXTX.OL,EXACT THERAPEUTICS,Euronext Growth,7500376.55
DFENS.OL,FJORD DEFENCE GROUP ASA,Euronext Oslo,141772872.24
FFSB.OL,FLEKKEFJORD SPAREBANK,Euronext Growth,15183878.02
GENO.OL,GENERAL OCEANS ASA,Euronext Oslo,282064961.98
GEAN.OL,Genetic Analysis AS,Spotlight Norja,3168474.66
GENT.OL,GENTIAN DIAGNOSTICS ASA,Euronext Oslo,51306640.00
GIGA.OL,GIGANTE SALMON AS,Euronext Growth,94098367.67
GOLDR.OL,GOLD ROAD INTERNATIONAL P.L.C,Euronext Growth,0.00
GEOS.OL,GOLDEN ENERGY OFFSHORE SERVICES ASA,Euronext Growth,39316916.90
GOD.OL,GOODTECH,Euronext Oslo,34712586.12
GEM.OL,GREEN MINERALS AS,Euronext Growth,2160117.93
GSF.OL,GRIEG SEAFOOD,Euronext Oslo,259588810.09
GRONG.OL,GRONG SPAREBANK,Euronext Growth,62669217.67
GYL.OL,GYLDENDAL,Euronext Oslo,90296333.97
HGSB.OL,HAUGESUND SPAREBANK,Euronext Oslo,72466772.41
HAV.OL,HAV GROUP ASA,Euronext Growth,39827586.21
HKY.OL,HAVILA KYSTRUTEN AS,Euronext Growth,73791870.69
HAVI.OL,HAVILA SHIPPING,Euronext Oslo,26923851.12
HERMA.OL,HERMANA HOLDING ASA,Euronext Oslo,17771358.62
HPUR.OL,HEXAGON PURUS ASA,Euronext Oslo,21793690.09
HBC.OL,HOFSETH BIOCARE,Euronext Oslo,60552321.81
HUDL.OL,HUDDLESTOCK FINTECH,Euronext Growth,13780324.66
HDLY.OL,HUDDLY AS,Euronext Growth,60754426.29
HUNT.OL,HUNTER GROUP,Euronext Expand Oslo,179767245.52
HYPRO.OL,HYDROGENPRO ASA,Euronext Oslo,6252477.33
HYN.OL,HYNION AS,Euronext Growth,1268226.90
HSPG.OL,HØLAND OG SETSKOG SPAREBANK,Euronext Oslo,7181438.79
ISLAX.OL,ICELANDIC SALMON,Euronext Growth,150596687.76
IDEX.OL,IDEX BIOMETRICS,Euronext Oslo,40920417.41
INDCT.OL,INDUCT,Euronext Growth,2766997.33
INIFY.OL,INIFY LABORATORIES AB,Euronext Growth,52869088.45
ININ.OL,ININ GROUP AS,Euronext Growth,39725334.31
INSTA.OL,INSTABANK,Euronext Growth,198349802.41
IWS.OL,INTEGRATED WIND SOLUTIONS ASA,Euronext Oslo,196746770.26
IOX.OL,INTEROIL EXPLORATION AND PRODUCTION,Euronext Oslo,6815195.43
ITERA.OL,ITERA,Euronext Oslo,41663595.52
JACK.OL,JACKTEL AS,Euronext Growth,105119809.31
JIN.OL,JINHUI SHIPPING AND TRANSPORTATION,Euronext Oslo,65872099.48
JAREN.OL,JÆREN SPAREBANK,Euronext Oslo,141996075.34
KLDVK.OL,KALDVIK AS,Euronext Growth,81120429.57
KOMPL.OL,KOMPLETT ASA,Euronext Oslo,104297759.57
KOA.OL,KONGSBERG AUTOMOTIVE,Euronext Oslo,157197121.90
KRAB.OL,KRAFT BANK ASA,Euronext Growth,46525862.07
LIFE.OL,LIFECARE ASA,Euronext Oslo,9964040.52
LOKO.OL,LOKOTECH GROUP AS,Euronext Growth,41094288.10
LUMI.OL,LUMI EDUCATION GROUP AS,Euronext Growth,97503640.52
LYTIX.OL,LYTIX BIOPHARMA ASA,Euronext Growth,55553624.31
MVW.OL,M VEST WATER AS,Euronext Growth,19620287.24
MGN.OL,MAGNORA,Euronext Oslo,132987280.00
MDATA.OL,MAGNORA DATA CENTER ASA,Euronext Growth,128294389.66
MELG.OL,MELHUS SPAREBANK,Euronext Oslo,43917007.59
MPCES.OL,MPC ENERGY SOLUTIONS N.V.,Euronext Growth,3756731.98
NAVA.OL,NAVAMEDIC,Euronext Oslo,28632938.36
NKR.OL,NEKKAR,Euronext Oslo,120189833.97
NEXT.OL,NEXT BIOMETRICS GROUP,Euronext Oslo,1421404.05
NISB.OL,NIDAROS SPAREBANK,Euronext Growth,10404257.16
NORAM.OL,NORAM DRILLING AS,Euronext Growth,173242411.47
NCOD.OL,NORCOD,Euronext Growth,80249434.91
NORDH.OL,NORDHEALTH AS A-AKSJER,Euronext Growth,171350204.14
NOAP.OL,NORDIC AQUA PARTNERS AS,Euronext Growth,160925877.84
NOFIN.OL,NORDIC FINANCIALS ASA,Euronext Oslo,2427801.12
NOHAL.OL,NORDIC HALIBUT AS,Euronext Growth,134222475.09
NOM.OL,NORDIC MINING,Euronext Oslo,20767294.05
NTG.OL,NORDIC TECHNOLOGY GROUP AS,Euronext Growth,19606984.57
NORSE.OL,NORSE ATLANTIC ASA,Euronext Expand Oslo,75559166.98
NTI.OL,NORSK TITANIUM AS,Euronext Growth,136584428.88
NORTH.OL,NORTH ENERGY,Euronext Expand Oslo,25679033.79
NOL.OL,NORTHERN OCEAN LTD.,Euronext Oslo,195865963.53
NBX.OL,NORWEGIAN BLOCK EXCHANGE AS,Euronext Growth,14546203.79
NOSN.OL,NOS NOVA AS,Euronext Growth,3979803.19
NRC.OL,NRC GROUP,Euronext Oslo,167538358.28
NYKD.OL,NYKODE THERAPEUTICS ASA,Euronext Oslo,130171846.81
OBSRV.OL,OBSERVE MEDICAL,Euronext Oslo,11713458.19
OCEAN.OL,OCEAN GEOLOOP ASA,Euronext Growth,10806256.64
OSUN.OL,OCEAN SUN,Euronext Growth,3371430.78
OTL.OL,ODFJELL TECHNOLOGY LTD,Euronext Oslo,207525507.50
OMDA.OL,OMDA AS,Euronext Growth,74173269.14
ONCIN.OL,ONCOINVENT ASA,Euronext Oslo,54628905.00
OTEC.OL,OTELLO CORPORATION,Euronext Oslo,115168061.55
OTOVO.OL,OTOVO ASA,Euronext Oslo,76558645.17
PLGC.OL,PELAGIC CREDIT PLC,Euronext Growth,52540131.29
PLCAN.OL,PELICAN AQUA HOLDING PLC,Euronext Growth,0.00
PSE.OL,PETROLIA,Euronext Oslo,32595835.00
PNOR.OL,PETRONOR E&P ASA,Euronext Oslo,160863934.40
PHO.OL,PHOTOCURE,Euronext Oslo,119041920.43
PPG.OL,PIONEER PROPERTY GROUP,Euronext Expand Oslo,90647578.36
POLAR.OL,POLAR RESOURCES AS,Euronext Growth,0.00
POL.OL,POLARIS MEDIA,Euronext Oslo,263638456.12
PLT.OL,POLIGHT,Euronext Oslo,259420658.97
PRS.OL,PROSAFE,Euronext Oslo,162391430.78
PROXI.OL,PROXIMAR SEAFOOD AS,Euronext Growth,18949685.78
PYRUM.OL,PYRUM INNOVATIONS AG,Euronext Growth,122319221.29
QGAS.OL,QUESTERRE ENERGY CORP PREFERRED,Euronext Growth,0.00
QEC.OL,QUESTERRE ENERGY CORPORATION,Euronext Oslo,81069205.78
REACH.OL,REACH SUBSEA,Euronext Oslo,176953443.71
REFL.OL,REFUELS N.V.,Euronext Growth,75461042.07
RIVER.OL,RIVER TECH,Euronext Growth,2480375.60
ROGS.OL,ROGALAND SPAREBANK,Euronext Oslo,297692814.40
ROMER.OL,ROMERIKE SPAREBANK,Euronext Growth,99960083.10
ROM.OL,ROMREAL,Euronext Expand Oslo,9116791.47
SDSD.OL,S.D. STANDARD ETC PLC,Euronext Oslo,80460824.40
SAGA.OL,SAGA PURE,Euronext Oslo,90177720.34
SALME.OL,SALMON EVOLUTION ASA,Euronext Oslo,160708717.67
SCANA.OL,SCANA,Euronext Oslo,55744914.83
SBO.OL,SELVAAG BOLIG,Euronext Oslo,265987166.12
SKAND.OL,SKANDIA GREENPOWER AS,Euronext Growth,16381733.19
SKUE.OL,SKUE SPAREBANK,Euronext Oslo,164369683.97
SOFTX.OL,SOFTOX SOLUTIONS,Euronext Growth,24765105.00
SOGN.OL,SOGN SPAREBANK,Euronext Oslo,17339224.14
STECH.OL,SOILTECH ASA,Euronext Oslo,64506764.48
SNOR.OL,SPAREBANK 1 NORDMØRE,Euronext Oslo,145286245.26
SB68.OL,SPAREBANK 68 GRADER NORD,Euronext Growth,56758501.72
SPOG.OL,SPAREBANKEN ØST,Euronext Oslo,128247393.45
STST.OL,STAINLESS TANKERS ASA,Euronext Growth,47691338.71
STRO.OL,STRONGPOINT,Euronext Oslo,36598809.83
TECH.OL,TECHSTEP,Euronext Oslo,10068470.95
TEKNA.OL,TEKNA HOLDING ASA,Euronext Oslo,130689088.19
KING.OL,THE KINGFISH COMPANY,Euronext Growth,63469784.83
TRMED.OL,THOR MEDICAL ASA,Euronext Oslo,171186082.24
TINDE.OL,TINDE SPAREBANK,Euronext Growth,51681233.62
TRSB.OL,TRØNDELAG SPAREBANK,Euronext Oslo,45278750.00
VISTN.OL,VISTIN PHARMA,Euronext Oslo,72633383.45
VOIM.OL,VOIM ASA,Euronext Oslo,4105111.47
VVL.OL,VOSS VEKSEL- OG LANDMANDSBANK,Euronext Oslo,80549619.31
VOW.OL,VOW,Euronext Oslo,62274644.22
WSTEP.OL,WEBSTEP,Euronext Oslo,30795429.66
WEST.OL,WESTERN BULK CHARTERING AS,Euronext Growth,67534796.21
XPLRA.OL,XPLORA TECHNOLOGIES,Euronext Growth,103134963.36
ZAL.OL,ZALARIS,Euronext Oslo,188313836.21
ZLNA.OL,ZELLUNA,Euronext Oslo,52770730.69
ZENA.OL,ZENITH ENERGY,Euronext Growth,36479731.38
